Time,Sine Wave,Current (A)
1.437,1.3855839922773971,1.3940802402072904e+17
1.4375,1.3826834323650905,1.246917960674576e+17
1.438,1.379779095521802,1.1151284632754957e+17
1.4385,1.3768710104121622,9.971243273721008e+16
1.439,1.3739592057378,8.914799761409664e+16
1.4395,1.371043710237051,7.969154069737392e+16
1.44,1.368124552684678,7.122815320039669e+16
1.4405,1.365201761891588,6.365469721710752e+16
1.441,1.3622753667045462,5.687861631660131e+16
1.4415,1.3593453960058912,5.081686451435978e+16
1.442,1.3564118787132515,4.539494203600973e+16
1.4425,1.3534748437792563,4.054602740179348e+16
1.443,1.3505343201912583,3.621019636777052e+16
1.4435,1.3475903369710367,3.2333719172499108e+16
1.444,1.344642923174517,2.8868428364668172e+16
1.4445,1.3416921078914834,2.5771150235388224e+16
1.445,1.3387379202452916,2.3003193556186776e+16
1.4455,1.335780389392581,2.0529889936620144e+16
1.446,1.3328195445229871,1.8320180669801456e+16
1.4465,1.329855414858852,1.6346245435561746e+16
1.447,1.326888029654942,1.458316868431781e+16
1.4475,1.3239174181981506,1.3008639934524294e+16
1.448,1.3209436098072107,1.160268458697906e+16
1.4485,1.3179666338324107,1.0347422193859108e+16
1.449,1.3149865196553048,9226849422639128.0
1.4495,1.312003296688415,8226645228023472.0
1.45,1.309016994374948,7333995991496635.0
1.4505,1.3060276421884995,6537438610544097.0
1.451,1.3030352696327747,5826719720385521.0
1.4515,1.300039906241277,5192669412181500.0
1.452,1.297041581577036,4627087975097915.0
1.4525,1.2940403252323036,4122644336930068.5
1.453,1.2910361668282715,3672785010874358.0
1.4535,1.288029136014769,3271652475774323.0
1.454,1.2850192624699763,2914012025108601.0
1.4545,1.2820065759001298,2595186217225650.0
1.455,1.2789911060392298,2310996146933581.0
1.4555,1.2759728826487464,2057708837446752.8
1.456,1.2729519355173262,1831990122730061.8
1.4565,1.2699282944604957,1630862454231728.2
1.457,1.2669019893203752,1451667123555421.0
1.4575,1.2638730499653728,1292030444413264.8
1.458,1.260841506289897,1149833483802936.8
1.4585,1.25780738821406,1023184974259583.0
1.459,1.2547707256833824,910397076727633.9
1.4595,1.2517315486684977,809963697484450.9
1.46,1.2486898871648555,720541093010827.5
1.4605,1.2456457711924256,640930524081067.4
1.461,1.2425992307954068,570062744945904.1
1.4615,1.2395502960419214,506984135581289.3
1.462,1.2364989970237243,450844304827972.4
1.4625,1.2334453638559053,400885010071564.1
1.463,1.230389426676591,356430255118721.7
1.4635,1.2273312156466467,316877442292417.7
1.464,1.2242707609493817,281689467663894.0
1.4645,1.221208092790246,250387659909816.2
1.465,1.2181432413965416,222545473664235.22
1.4655,1.2150762370171144,197782857546182.22
1.466,1.212007109922056,175761225395266.66
1.4665,1.2089358904024117,156178966735162.5
1.467,1.2058626087698812,138767439197872.5
1.4675,1.2027872953565126,123287391658863.88
1.468,1.1997099805144074,109525772225563.22
1.4685,1.1966306946154188,97292880053144.1
1.469,1.193549468050861,86419824290200.45
1.4695,1.1904663312311907,76756257333726.14
1.47,1.1873813145857255,68168353045201.79
1.4705,1.1842944485623328,60537003688032.98
1.471,1.1812057636271371,53756212130110.01
1.4715,1.17811529026421,47731658346221.91
1.472,1.175023058975276,42379421484704.81
1.4725,1.17192910027941,37624840757446.97
1.473,1.1688334447127344,33401500197223.91
1.4735,1.1657361228281204,29650323922739.36
1.474,1.1626371651948846,26318769979522.855
1.4745,1.1595366023984874,23360112101596.695
1.475,1.1564344650402305,20732799880312.77
1.4755,1.1533307837369604,18399888847180.39
1.476,1.150225589120757,16328532889521.764
1.4765,1.1471189118386371,14489532232886.2
1.477,1.1440107825522523,12856930952351.328
1.4775,1.140901231937583,11407658625490.014
1.478,1.1377902906846389,10121211320920.035
1.4785,1.1346779894971537,8979367635391.193
1.479,1.1315643590922817,7965935955860.925
1.4795,1.1284494302003023,7066529536838.87
1.48,1.1253332335643038,6268366352705.478
1.4805,1.122215799939891,5560091014491.899
1.481,1.1190971600948698,4931616334878.058
1.4815,1.1159773448089616,4373982387809.7397
1.482,1.112856384873482,3879231143422.004
1.4825,1.1097343110910458,3440294968011.747
1.483,1.106611154275259,3050897465234.349
1.4835,1.1034869452504217,2705465300997.852
1.484,1.100361714851216,2399049802807.1406
1.4845,1.0972354939224007,2127257256532.7117
1.485,1.094108313318514,1886186941446.0068
1.4855,1.09098020390357,1672376049431.9688
1.486,1.0878511965507434,1482750727937.8088
1.4865,1.084721322142074,1314582569673.8586
1.487,1.0815906115681582,1165449946440.8855
1.4875,1.0784590957278457,1033203650715.492
1.488,1.0753268055279337,915936367645.4988
1.4885,1.0721937718828618,811955552679.4489
1.489,1.0690600257144054,719759336877.032
1.4895,1.0659255979513778,638015123643.7555
1.49,1.0627905195293137,565540577759.3342
1.4905,1.0596548213901709,501286740626.2227
1.491,1.056518534482025,444323035088.9616
1.4915,1.0533816897587611,393823949368.55383
1.492,1.0502443181797705,349057212968.1226
1.4925,1.0471064507096437,309373298151.4752
1.493,1.0439681183178644,274196099056.6214
1.4935,1.0408293519785097,243014656930.7242
1.494,1.0376901826699343,215375814584.63202
1.4945,1.0345506413744725,190877696163.55237
1.495,1.0314107590781283,169163919890.8048
1.4955,1.0282705667702736,149918461724.05344
1.496,1.025130095443338,132861097006.53148
1.4965,1.0219893760925058,117743355326.36363
1.497,1.0188484397154074,104344931025.38057
1.4975,1.01570731731182,92470498225.4841
1.498,1.0125660398833525,81946884952.91904
1.4985,1.0094246384331456,72620566018.76071
1.499,1.0062831439655588,64355438826.474304
1.4995,1.0031415874858798,57030850288.153336
1.5,1.0000000000000004,50539846594.54079
1.5005,0.996858412514121,44787620750.76871
1.501,0.99371685603444,39690135602.78498
1.5015,0.9905753615668552,35172902578.86215
1.502,0.9874339601166484,31169898590.620316
1.5025,0.9842926826881808,27622605510.04321
1.503,0.9811515602845916,24479158390.34101
1.5035,0.9780106239074948,21693590153.93846
1.504,0.9748699045566628,19225161852.11169
1.5045,0.971729433229727,17037768827.305685
1.505,0.9685892409218704,15099414198.06449
1.5055,0.9654493586255284,13381742053.356943
1.506,0.9623098173300664,11859623601.31191
1.5065,0.9591706480214912,10510790279.319824
1.507,0.9560318816821346,9315508508.646067
1.5075,0.9528935492903572,8256291376.992315
1.508,0.9497556818202304,7317643065.101147
1.5085,0.9466183102412395,6485832306.275771
1.509,0.9434814655179758,5748691587.165332
1.5095,0.9403451786098298,5095439170.421305
1.51,0.9372094804706872,4516521350.10314
1.5105,0.934074402048623,4003472643.739262
1.511,0.9309399742855936,3548791884.912921
1.5115,0.927806228117139,3145832410.8636036
1.512,0.924673194472067,2788704744.157816
1.5125,0.921540904272155,2472190348.950904
1.513,0.9184093884318424,2191665203.29772
1.5135,0.9152786778579268,1943032071.7194526
1.514,0.9121488034492572,1722660488.8281763
1.5145,0.9090197960964308,1527333577.0787146
1.515,0.9058916866814848,1354200921.2731133
1.5155,0.9027645060776,1200736810.7245283
1.516,0.8996382851487846,1064703238.2616345
1.5165,0.896513054749579,944117114.6632673
1.517,0.89338884572474,837221218.6433852
1.5175,0.8902656889089549,742458457.0653524
1.518,0.8871436151265186,658449058.4251354
1.5185,0.8840226551910391,583970365.5228312
1.519,0.8809028399051292,517938931.24548864
1.5195,0.8777842000601097,459394655.07708037
1.52,0.8746667664356969,407486727.81341726
1.5205,0.8715505697996984,361461178.4304953
1.521,0.8684356409077172,320649840.51499856
1.5215,0.8653220105028473,284460576.4588942
1.522,0.862209709315362,252368616.04896417
1.5225,0.8590987680624176,223908882.41450697
1.523,0.8559892174477466,198669192.7697084
1.5235,0.8528810881613633,176284234.21443126
1.524,0.8497744108792438,156430226.2231283
1.5245,0.8466692162630404,138820191.52475128
1.525,0.8435655349597686,123199766.00097215
1.5255,0.8404633976015133,109343486.13956745
1.526,0.8373628348051163,97051499.58706482
1.5265,0.8342638771718803,86146650.55449118
1.527,0.8311665552872664,76471897.33148545
1.5275,0.8280708997205909,67888024.03885627
1.528,0.8249769410247245,60271613.06865686
1.5285,0.8218847097357906,53513248.48745504
1.529,0.8187942363728619,47515924.06877995
1.5295,0.8157055514376661,42193632.62447743
1.53,0.812618685414275,37470115.96577587
1.5305,0.8095336687688099,33277757.18263623
1.531,0.8064505319491397,29556599.018557843
1.5315,0.8033693053845802,26253473.968540233
1.532,0.8002900194855934,23321233.367241424
1.5325,0.7972127046434881,20718064.18670433
1.533,0.7941373912301177,18406883.549658217
1.5335,0.7910641095975876,16354802.104248133
1.534,0.7879928900779448,14532648.415800521
1.5345,0.7849237629828862,12914547.425846841
1.535,0.7818567586034573,11477546.821074704
1.5355,0.7787919072097529,10201285.856976693
1.536,0.775729239050619,9067701.802920757
1.5365,0.772668784353354,8060769.726368143
1.537,0.76961057332341,7166271.822095734
1.5375,0.7665546361440936,6371592.92472303
1.538,0.7635010029762763,5665539.225951428
1.5385,0.7604497039580793,5038177.557313621
1.539,0.7574007692045939,4480692.899940472
1.5395,0.7543542288075734,3985262.0492083956
1.54,0.7513101128351451,3544941.5981626697
1.5405,0.7482684513315031,3153568.612683069
1.541,0.7452292743166182,2805672.556617667
1.5415,0.7421926117859408,2496397.1892258027
1.542,0.7391584937101039,2221431.3026889367
1.5425,0.736126950034628,1976947.2962842095
1.543,0.7330980106796255,1759546.6979673344
1.5435,0.7300717055395033,1566211.8452550825
1.544,0.7270480644826746,1394263.0269170194
1.5445,0.7240271173512542,1241320.466392654
1.545,0.7210088939607708,1105270.5982175276
1.5455,0.7179934240998709,984236.1510883427
1.546,0.7149807375300243,876549.6064500639
1.5465,0.7119708639852316,780729.6504483237
1.547,0.7089638331717291,695460.280478432
1.5475,0.7059596747676955,619572.2660135097
1.548,0.7029584184229647,552026.6974706958
1.5485,0.6999600937587236,491900.387074054
1.549,0.696964730367226,438372.9124404643
1.5495,0.6939723578114994,390715.1173365926
1.55,0.690983005625053,348278.90508274746
1.5505,0.6879967033115857,310488.1787169735
1.551,0.6850134803446959,276830.7985532397
1.5515,0.6820333661675883,246851.4424119473
1.552,0.67905639019279,220145.26678301644
1.5525,0.6760825818018501,196352.27868985414
1.553,0.673111970345059,175152.33822581166
1.5535,0.670144585141147,156260.72077950105
1.554,0.6671804554770135,139424.17598588901
1.5545,0.6642196106074196,124417.42755003834
1.555,0.6612620797547091,111040.06439630639
1.5555,0.6583078921085157,99113.77918600099
1.556,0.6553570768254838,88479.91520473093
1.5565,0.652409663028964,78997.28701708381
1.557,0.6494656798087421,70540.24418583733
1.5575,0.6465251562207426,62996.95081068592
1.558,0.6435881212867492,56267.856709091044
1.5585,0.6406546039941095,50264.33878221462
1.559,0.6377246332954547,44907.4935223801
1.5595,0.6347982381084127,40127.063759141
1.56,0.6318754473153227,35860.484640298746
1.5605,0.6289562897629498,32052.035529084435
1.561,0.6260407942622006,28652.085993637415
1.5615,0.6231289895878369,25616.42539131778
1.562,0.6202209044781987,22905.666727373708
1.5625,0.6173165676349102,20484.716511885348
1.563,0.6144160077226035,18322.303265842558
1.5635,0.6115192533686342,16390.55814975887
1.564,0.6086263331627981,14664.641918365112
1.5645,0.6057372756570496,13122.413052970496
1.565,0.6028521093652202,11744.13249833386
1.5655,0.5999708627627347,10512.200941561678
1.566,0.5970935642863369,9410.92502392486
1.5665,0.5942202423337998,8426.309278997092
1.567,0.5913509252636509,7545.870947945616
1.5675,0.5884856413948913,6758.475140151011
1.568,0.5856244190067161,6054.188089180958
1.5685,0.5827672863382352,5424.146504435081
1.569,0.5799142715881944,4860.44124108535
1.5695,0.577065402914696,4356.013708395571
1.57,0.5742207084349267,3904.5636119090273
1.5705,0.5713802162248712,3500.4667808100025
1.571,0.5685439543190424,3138.701970213543
1.5715,0.5657119507101953,2814.785651130419
1.572,0.5628842333490672,2524.7139101630196
1.5725,0.5600608301440851,2264.910678103462
1.573,0.5572417689610989,2032.1815929379945
1.5735,0.5544270776231028,1823.6728794707167
1.574,0.551616783909967,1636.8346959802236
1.5745,0.548810915558156,1469.388458939404
1.575,0.5460095002604544,1319.2977107247318
1.5755,0.5432125656657003,1184.7421431554274
1.576,0.5404201393785121,1064.0944323078097
1.5765,0.5376322489590084,955.8995779380592
1.577,0.534848921922542,858.8564745414992
1.5775,0.5320701857394271,771.8014710422419
1.578,0.5292960678346681,693.693702764707
1.5785,0.5265265955876887,623.6020030506309
1.579,0.5237617963320619,560.6932229812633
1.5795,0.5210016973552386,504.2218064344403
1.58,0.5182463258982845,453.52048440839
1.5805,0.5154957091556019,407.9919674068127
1.581,0.5127498742746678,367.1015279090194
1.5815,0.5100088483557637,330.37037672211676
1.582,0.5072726584517089,297.3697474938817
1.5825,0.5045413315675931,267.7156129956069
1.583,0.5018148946605099,241.06396509201312
1.5835,0.4990933746392895,217.10659771270463
1.584,0.4963767983642387,195.56733872749112
1.5845,0.4936651926468671,176.1986824947839
1.585,0.4909585842496285,158.7787800786255
1.5855,0.4882569998856552,143.10874878478637
1.586,0.4855604662184938,129.01026681409132
1.5865,0.4828690098618432,116.3234225263582
1.587,0.4801826573792911,104.90479110124626
1.5875,0.4775014352840504,94.625714316927
1.588,0.4748253700387037,85.37076178307363
1.5885,0.4721544880549332,77.03635429604816
1.589,0.4694888156932671,69.52953206283446
1.5895,0.4668283792628113,62.76685239319479
1.59,0.4641732050210034,56.67340311216427
1.5905,0.46152331917334,51.18191941836273
1.591,0.4588787478731245,46.23199322816999
1.5915,0.4562395172212066,41.76936521793893
1.592,0.4536056532657302,37.74529082239353
1.5925,0.4509771820018692,34.11597238037939
1.593,0.4483541293715708,30.842050451832772
1.5935,0.4457365212633056,27.88814807281793
1.594,0.4431243835118119,25.222462378661625
1.5945,0.4405177418978331,22.816398617196032
1.595,0.4379166221478696,20.644242102619508
1.5955,0.4353210499339218,18.682864132278763
1.596,0.432731050873244,16.911458310061317
1.5965,0.4301466505280769,15.311304096327108
1.597,0.42756787440541,13.865554740456481
1.5975,0.424994747956721,12.559047052243535
1.598,0.4224272965777321,11.3781307366498
1.5985,0.4198655456081505,10.310515256048296
1.599,0.417309520331424,9.345132398294634
1.5995,0.4147592459744901,8.47201292034497
1.6,0.4122147477075272,7.68217580825712
1.6005,0.4096760506437059,6.967528847361903
1.601,0.4071431798389414,6.3207793331532915
1.6015,0.4046161602916459,5.735353875738711
1.602,0.4020950169424807,5.20532636006151
1.6025,0.3995797746741156,4.725353221936875
1.603,0.3970704583109752,4.290615287451057
1.6035,0.3945670926189987,3.8967655015818425
1.604,0.3920697023053948,3.539881941952383
1.6045,0.3895783120183977,3.2164255763378002
1.605,0.3870929463470239,2.923202278665761
1.6055,0.3846136298208291,2.6573286684924557
1.606,0.382140386909665,2.4162013839168024
1.6065,0.3796732420234435,2.1974694381740703
1.607,0.3772122195118885,1.9990093462189107
1.6075,0.374757343664296,1.818902739920952
1.608,0.3723086387092995,1.655416219435905
1.6085,0.3698661288146311,1.5069832142468549
1.609,0.3674298380868758,1.3721876506072594
1.6095,0.3649997905712397,1.2497492429434236
1.61,0.3625760102513095,1.1385102454371674
1.6105,0.3601585210488223,1.0374235167454802
1.611,0.3577473468234164,0.9455417658146171
1.6115,0.3553425113724097,0.8620078602033289
1.612,0.3529440384305555,0.7860460903918534
1.6125,0.3505519516698163,0.7169542943804877
1.613,0.3481662746991213,0.6540967565887718
1.6135,0.3457870310641392,0.5968978037808313
1.614,0.3434142442470439,0.5448360285594269
1.6145,0.3410479376662836,0.49743907798962494
1.615,0.3386881346763488,0.45427895121202694
1.6155,0.3363348585675423,0.4149677555613191
1.616,0.333988132565748,0.37915387578432014
1.6165,0.3316479798322067,0.34651851551284113
1.617,0.3293144234632799,0.3167725742430156
1.6175,0.3269874864902267,0.2896538267538852
1.618,0.3246671918789757,0.2649243752042327
1.6185,0.3223535625298981,0.2423683471187658
1.619,0.3200466212775813,0.22178981514562465
1.6195,0.3177463908906042,0.20301091686823816
1.62,0.3154528940713108,0.185870155113215
1.6205,0.3131661534555914,0.17022086113721474
1.621,0.3108861916126513,0.15592980482133634
1.6215,0.3086130310447934,0.1428759375722823
1.622,0.306346694187195,0.13094925504198715
1.6225,0.3040872034076858,0.12004976804885524
1.623,0.3018345810065276,0.1100865712277373
1.6235,0.2995888492161941,0.10097699996550068
1.624,0.2973500302011501,0.09264586710610095
1.6245,0.295118146057638,0.08502477174375353
1.625,0.2928932188134521,0.07805147317438861
1.6255,0.2906752704277271,0.07166932375274614
1.626,0.2884643227907145,0.06582675501217011
1.6265,0.2862603977235787,0.06047681195384558
1.627,0.284063516978169,0.05557673090718014
1.6275,0.2818737022368114,0.051087556809578306
1.628,0.2796909751120923,0.046973796155969146
1.6285,0.2775153571466506,0.04320310223129315
1.629,0.275346869812954,0.039745989566156596
1.6295,0.2731855345130979,0.036575574850980994
1.63,0.2710313725785881,0.03366734180994407
1.6305,0.2688844052701357,0.030998927776219366
1.631,0.2667446537774399,0.02854992992658368
1.6315,0.2646121392189842,0.026301729329063047
1.632,0.2624868826418263,0.02423733113373334
1.6325,0.2603689050213906,0.0223412193961787
1.633,0.2582582272612612,0.020599225166997727
1.6335,0.2561548701929755,0.01899840661070653
1.634,0.2540588545758173,0.01752694003478516
1.6345,0.2519702010966171,0.01617402081568214
1.635,0.2498889303695403,0.014929773304415134
1.6355,0.2478150629358885,0.013785168881060572
1.636,0.2457486192638962,0.012731951405694318
1.6365,0.2436896197485282,0.011762569384158183
1.637,0.2416380847112784,0.01087011423103955
1.6375,0.2395940343999695,0.010048264070151141
1.638,0.2375574889885515,0.009291232565173136
1.6385,0.2355284685769079,0.00859372232051267
1.639,0.2335069931906498,0.007950882435307116
1.6395,0.2314930827809231,0.007358269832327748
1.64,0.2294867572242106,0.006811814018659136
1.6405,0.2274880363221355,0.006307784966851579
1.641,0.2254969398012662,0.005842763834050321
1.6415,0.2235134873129216,0.0054136162626981146
1.642,0.2215376984329758,0.0050174680300475024
1.6425,0.2195695926616696,0.004651682835138366
1.643,0.2176091894234113,0.004313842031302962
1.6435,0.2156565080665906,0.004001726129862328
1.644,0.2137115678633808,0.0037132979166198863
1.6445,0.2117743880095598,0.003446687037230479
1.645,0.2098449876243097,0.0032001759206294837
1.6455,0.2079233857500331,0.002972186921616802
1.646,0.2060096013521638,0.0027612705744765784
1.6465,0.2041036533189845,0.0025660948593140983
1.647,0.2022055604614294,0.002385435391678157
1.6475,0.20031534151291,0.0022181664541141817
1.648,0.198433015129123,0.002063252795612829
1.6485,0.1965585998878721,0.0019197421315807432
1.649,0.1946921142888779,0.0017867582829988117
1.6495,0.1928335767535997,0.0016634948989284412
1.65,0.1909830056250526,0.0015492097115122221
1.6505,0.1891404191676268,0.0014432192771514966
1.651,0.1873058355669064,0.0013448941616641425
1.6515,0.185479272929491,0.0012536545309732915
1.652,0.1836607492828156,0.0011689661122846263
1.6525,0.1818502825749762,0.0010903364938095272
1.653,0.1800478906745474,0.0010173117339093054
1.6535,0.1782535913704096,0.0009494732531022831
1.654,0.1764674023715725,0.0008864349847080809
1.6545,0.1746893413070005,0.0008278407620290208
1.655,0.1729194257254384,0.0007733619219023256
1.6555,0.1711576730952384,0.0007226951062181093
1.656,0.1694041008041868,0.0006755602446019784
1.6565,0.1676587261593362,0.0006316987029223717
1.657,0.1659215663868285,0.0005908715836133538
1.6575,0.1641926386317296,0.0005528581650175471
1.658,0.1624719599578582,0.0005174544680585274
1.6585,0.1607595473476183,0.00048447193956056037
1.659,0.159055417701831,0.00045373624245229066
1.6595,0.157359587839568,0.00042508614392920707
1.66,0.1556720744979843,0.00039837249341414133
1.6605,0.1539928943321573,0.00037345728285271727
1.661,0.1523220639149164,0.0003502127825167238
1.6615,0.1506595997366842,0.00032852074606992373
1.662,0.149005518205308,0.0003082716791804232
1.6625,0.1473598356459078,0.00028936416644859955
1.663,0.1457225683007049,0.00027170425186097814
1.6635,0.1440937323288672,0.0002552048683852419
1.664,0.1424733438063471,0.00023978531268982752
1.6645,0.1408614187257272,0.00022537076130922667
1.665,0.1392579729960569,0.00021189182488395175
1.6655,0.1376630224426966,0.000199284137386196
1.666,0.1360765828071654,0.00018748797749959208
1.6665,0.134498669746981,0.00017644791955701117
1.667,0.1329292988355099,0.000166112511656061
1.6675,0.1313684855618089,0.00015643397876879156
1.668,0.1298162453304746,0.00014736794884277649
1.6685,0.1282725934614915,0.00013887320005565718
1.669,0.1267375451900803,0.00013091142753646196
1.6695,0.1252111156665477,0.00012344702800540336
1.67,0.123693319956137,0.00011644690091057546
1.6705,0.1221841730388781,0.00010988026475606994
1.671,0.1206836898094437,0.00010371848742242344
1.6715,0.1191918850769965,9.793492937767362e-05
1.672,0.1177087735650469,9.250479876678513e-05
1.6725,0.1162343699113068,8.740501744894751e-05
1.673,0.1147686886675452,8.261409712742289e-05
1.6735,0.113311744299444,7.811202478545142e-05
1.674,0.111863551186456,7.388015670490015e-05
1.6745,0.1104241236216618,6.990112040227962e-05
1.675,0.1089934758116321,6.615872386995806e-05
1.6755,0.1075716218762821,6.263787155916368e-05
1.676,0.1061585758487371,5.932448658626109e-05
1.6765,0.1047543516751885,5.6205438684829824e-05
1.677,0.1033589632147644,5.326847746397181e-05
1.6775,0.1019724242393848,5.0502170567859945e-05
1.678,0.1005947484336293,4.789584636356556e-05
1.6785,0.0992259493946017,4.5439540813409744e-05
1.679,0.097866040631797,4.312394821507054e-05
1.6795,0.0965150355669658,4.0940375517422676e-05
1.68,0.0951729475339812,3.888069994287677e-05
1.6805,0.0938397897787103,3.6937329667921965e-05
1.681,0.0925155754588833,3.510316733282891e-05
1.6815,0.0912003176439602,3.3371576169209914e-05
1.682,0.0898940293150046,3.173634855045807e-05
1.6825,0.0885967233645544,3.0191676785075186e-05
1.683,0.0873084125964976,2.873212598674913e-05
1.6835,0.0860291097259393,2.735260886774325e-05
1.684,0.0847588273790831,2.6048362313929505e-05
1.6845,0.0834975780931021,2.4814925610542087e-05
1.685,0.0822453743160189,2.3648120197730764e-05
1.6855,0.0810022284065787,2.2544030844127304e-05
1.686,0.0797681526341298,2.1498988135123184e-05
1.6865,0.0785431591785018,2.050955218032757e-05
1.687,0.0773272601298855,1.9572497451876913e-05
1.6875,0.0761204674887137,1.868479867189135e-05
1.688,0.0749227931655425,1.784361767349112e-05
1.6885,0.0737342489809331,1.7046291165429274e-05
1.689,0.0725548466653386,1.629031933560887e-05
1.6895,0.0713845978589827,1.5573355233548965e-05
1.69,0.0702235141117486,1.4893194876324097e-05
1.6905,0.0690716068830644,1.4247768026579784e-05
1.691,0.0679288875417892,1.3635129595025516e-05
1.6915,0.0667953673661017,1.305345162330274e-05
1.692,0.0656710575433883,1.2501015806355757e-05
1.6925,0.0645559691701324,1.1976206516422917e-05
1.693,0.0634501132518075,1.1477504293528396e-05
1.6935,0.0623535007027642,1.1003479769902047e-05
1.694,0.0612661423461258,1.055278799812835e-05
1.6945,0.0601880489136803,1.0124163154997028e-05
1.695,0.0591192310457745,9.71641359505747e-06
1.6955,0.0580596992912095,9.32841722974619e-06
1.696,0.0570094641071357,8.95911720968708e-06
1.6965,0.05596853585895,8.607517889368511e-06
1.697,0.0549369248201949,8.272681054883696e-06
1.6975,0.053914641172455,7.953722396793621e-06
1.698,0.0529016950052561,7.649808211448092e-06
1.6985,0.0518980963159678,7.360152315277846e-06
1.699,0.0509038550097052,7.084013157662149e-06
1.6995,0.0499189808992281,6.820691118990296e-06
1.7,0.0489434837048464,6.569525981477152e-06
1.7005,0.0479773730543229,6.329894561158754e-06
1.701,0.0470206584827812,6.1012084903059485e-06
1.7015,0.0460733494326066,5.882912140238268e-06
1.702,0.0451354552533572,5.674480675222349e-06
1.7025,0.0442069852016696,5.475418228776303e-06
1.703,0.0432879484411693,5.28525619430618e-06
1.7035,0.0423783540423776,5.103551622552387e-06
1.704,0.041478210982624,4.92988571884373e-06
1.7045,0.0405875281459571,4.763862433632546e-06
1.705,0.0397063143230569,4.605107140231944e-06
1.7055,0.0388345782111481,4.4532653940890696e-06
1.706,0.0379723284139142,4.308001768312828e-06
1.7065,0.0371195734414121,4.168998760531943e-06
1.707,0.03627632170999,4.035955766491858e-06
1.7075,0.0354425815422017,3.908588116106458e-06
1.708,0.0346183611667259,3.7866261679703775e-06
1.7085,0.0338036687182851,3.6698144586027153e-06
1.709,0.0329985122375648,3.557910902942673e-06
1.7095,0.0322028996711345,3.450686042849215e-06
1.71,0.031416838871369,3.3479223405717903e-06
1.7105,0.0306403375963703,3.2494135143600596e-06
1.711,0.0298734035098938,3.1549639135677104e-06
1.7115,0.0291160441812687,3.064387930777697e-06
1.712,0.0283682670853259,2.9775094486412122e-06
1.7125,0.0276300796023232,2.8941613192707606e-06
1.713,0.0269014890178733,2.81418487417034e-06
1.7135,0.0261825025228711,2.7374294628158475e-06
1.714,0.0254731272134228,2.6637520181217826e-06
1.7145,0.0247733700907761,2.593016647143994e-06
1.715,0.0240832380612522,2.5250942454746954e-06
1.7155,0.0234027379361755,2.4598621338847586e-06
1.716,0.0227318764318067,2.3972037158617994e-06
1.7165,0.022070660169278,2.337008154778274e-06
1.717,0.0214190956745278,2.2791700695043174e-06
1.7175,0.0207771893782341,2.223589247355566e-06
1.718,0.0201449476157531,2.1701703733371314e-06
1.7185,0.0195223766270552,2.118822774709267e-06
1.719,0.018909482556666,2.0694601799629883e-06
1.7195,0.0183062714536013,2.022000491349639e-06
1.72,0.0177127492713115,1.9763655701641483e-06
1.7205,0.0171289218676206,1.9324810340293126e-06
1.721,0.0165547950046702,1.8902760654773137e-06
1.7215,0.0159903743488601,1.8496832311669564e-06
1.722,0.0154356654707946,1.810638311117409e-06
1.7225,0.0148906738452261,1.773080137376215e-06
1.723,0.014355404851002,1.7369504415762579e-06
1.7235,0.0138298637710113,1.702193710869217e-06
1.724,0.013314055792132,1.6687570517547887e-06
1.7245,0.0128079860051807,1.6365900613543685e-06
1.725,0.0123116594048622,1.6056447057051998e-06
1.7255,0.0118250808897194,1.5758752046769429e-06
1.726,0.011348255262086,1.547237923136943e-06
1.7265,0.0108811872280383,1.5196912680127302e-06
1.727,0.0104238813973491,1.4931955909219327e-06
1.7275,0.0099763422834425,1.4677130960594429e-06
1.728,0.009538574303349,1.4432077530503782e-06
1.7285,0.0091105817776615,1.419645214494973e-06
1.729,0.0086923689304935,1.3969927379479996e-06
1.7295,0.008283939889437,1.3752191120905305e-06
1.73,0.0078852986855223,1.3542945868666025e-06
1.7305,0.0074964492531764,1.334190807370637e-06
1.731,0.0071173954301865,1.3148807512847626e-06
1.7315,0.0067481409576607,1.2963386696764356e-06
1.732,0.0063886894799917,1.2785400309787439e-06
1.7325,0.0060390445448205,1.261461467985937e-06
1.733,0.005699209603001,1.245080727706895e-06
1.7335,0.0053691880085676,1.2293766239286944e-06
1.734,0.0050489830187,1.2143289923508746e-06
1.7345,0.0047385977936919,1.1999186481599406e-06
1.735,0.0044380353969201,1.1861273459209687e-06
1.7355,0.0041472987948143,1.1729377416707629e-06
1.736,0.0038663908568276,1.160333357103949e-06
1.7365,0.0035953143554077,1.1482985457499678e-06
1.737,0.0033340719659702,1.1368184610451896e-06
1.7375,0.0030826662668721,1.1258790262100773e-06
1.738,0.0028410997393861,1.1154669058469775e-06
1.7385,0.0026093747676765,1.1055694791793548e-06
1.739,0.0023874936387747,1.0961748148581226e-06
1.7395,0.0021754585425586,1.0872716472656762e-06
1.74,0.0019732715717284,1.0788493542521901e-06
1.7405,0.0017809347217881,1.0708979362436655e-06
1.741,0.0015984498910248,1.0634079966644944e-06
1.7415,0.0014258188804902,1.0563707236216482e-06
1.742,0.0012630433939823,1.0497778728009375e-06
1.7425,0.0011101250380299,1.0436217515294609e-06
1.743,0.0009670653218751,1.0378952039613402e-06
1.7435,0.0008338656574596,1.0325915973474374e-06
1.744,0.0007105273594105,1.0277048093523565e-06
1.7445,0.0005970516450269,1.023229216385153e-06
